Protein Group,Protein ID,Accession,Significance,-10lgP,Intensity Sample 1 : TMT10-126,Intensity Sample 2 : TMT10-126,Intensity Sample 3 : TMT10-126,Intensity Sample 1 : TMT10-127N,Intensity Sample 2 : TMT10-127N,Intensity Sample 3 : TMT10-127N,Intensity Sample 1 : TMT10-127C,Intensity Sample 2 : TMT10-127C,Intensity Sample 3 : TMT10-127C,Intensity Sample 1 : TMT10-128C,Intensity Sample 2 : TMT10-128C,Intensity Sample 3 : TMT10-128C,Intensity Sample 1 : TMT10-129C,Intensity Sample 2 : TMT10-129C,Intensity Sample 3 : TMT10-129C,Intensity Sample 1 : TMT10-130C,Intensity Sample 2 : TMT10-130C,Intensity Sample 3 : TMT10-130C,Intensity Sample 1 : TMT10-131,Intensity Sample 2 : TMT10-131,Intensity Sample 3 : TMT10-131,Ratio Sample 1 : TMT10-126,Ratio Sample 2 : TMT10-126,Ratio Sample 3 : TMT10-126,Ratio Sample 1 : TMT10-127N,Ratio Sample 2 : TMT10-127N,Ratio Sample 3 : TMT10-127N,Ratio Sample 1 : TMT10-127C,Ratio Sample 2 : TMT10-127C,Ratio Sample 3 : TMT10-127C,Ratio Sample 1 : TMT10-128C,Ratio Sample 2 : TMT10-128C,Ratio Sample 3 : TMT10-128C,Ratio Sample 1 : TMT10-129C,Ratio Sample 2 : TMT10-129C,Ratio Sample 3 : TMT10-129C,Ratio Sample 1 : TMT10-130C,Ratio Sample 2 : TMT10-130C,Ratio Sample 3 : TMT10-130C,Ratio Sample 1 : TMT10-131,Ratio Sample 2 : TMT10-131,Ratio Sample 3 : TMT10-131,Intensity Group 1(Sample 1 : TMT10-126; Sample 2 : TMT10-126; Sample 3 : TMT10-126),Intensity Group 2(Sample 1 : TMT10-127N; Sample 2 : TMT10-127N; Sample 3 : TMT10-127N),Intensity Group 3(Sample 1 : TMT10-127C; Sample 2 : TMT10-127C; Sample 3 : TMT10-127C),Intensity Group 4(Sample 1 : TMT10-128C; Sample 2 : TMT10-128C; Sample 3 : TMT10-128C),Intensity Group 5(Sample 1 : TMT10-129C; Sample 2 : TMT10-129C; Sample 3 : TMT10-129C),Intensity Group 6(Sample 1 : TMT10-130C; Sample 2 : TMT10-130C; Sample 3 : TMT10-130C),Intensity Group 7(Sample 1 : TMT10-131; Sample 2 : TMT10-131; Sample 3 : TMT10-131),Ratio Group 1(Sample 1 : TMT10-126; Sample 2 : TMT10-126; Sample 3 : TMT10-126),Ratio Group 2(Sample 1 : TMT10-127N; Sample 2 : TMT10-127N; Sample 3 : TMT10-127N),Ratio Group 3(Sample 1 : TMT10-127C; Sample 2 : TMT10-127C; Sample 3 : TMT10-127C),Ratio Group 4(Sample 1 : TMT10-128C; Sample 2 : TMT10-128C; Sample 3 : TMT10-128C),Ratio Group 5(Sample 1 : TMT10-129C; Sample 2 : TMT10-129C; Sample 3 : TMT10-129C),Ratio Group 6(Sample 1 : TMT10-130C; Sample 2 : TMT10-130C; Sample 3 : TMT10-130C),Ratio Group 7(Sample 1 : TMT10-131; Sample 2 : TMT10-131; Sample 3 : TMT10-131),Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
2273,2712,Q96NC0,6.28,115.68,7.466E4,7.954E4,8.29E4,1.382E5,1.689E5,1.809E5,1.711E5,1.646E5,1.74E5,2.238E5,2.575E5,2.573E5,1.163E5,1.386E5,1.411E5,1.934E5,2.077E5,2.138E5,1.39E5,1.443E5,1.109E5,1.00,1.07,1.11,1.85,2.26,2.42,2.29,2.20,2.33,3.00,3.45,3.45,1.56,1.86,1.89,2.59,2.78,2.86,1.86,1.93,1.49,2.371E5,4.881E5,5.098E5,7.385E5,3.96E5,6.149E5,3.942E5,1.00,2.06,2.15,3.11,1.67,2.59,1.66,38,12,12,TMT10plex; Carbamidomethylation; Deamidation (NQ),23612,Zinc finger matrin-type protein 2 OS=Homo sapiens OX=9606 GN=ZMAT2 PE=1 SV=1
1865,2027,P19474,9.38,115.66,1.053E5,1.02E5,4.826E4,1.523E5,1.48E5,8.612E4,2.067E5,2.106E5,1.165E5,2.387E5,2.497E5,1.418E5,1.692E5,1.639E5,9.549E4,1.669E5,1.799E5,9.765E4,1.281E5,1.263E5,7.239E4,1.00,0.97,0.46,1.45,1.41,0.82,1.96,2.00,1.11,2.27,2.37,1.35,1.61,1.56,0.91,1.58,1.71,0.93,1.22,1.20,0.69,2.556E5,3.864E5,5.338E5,6.302E5,4.286E5,4.445E5,3.267E5,1.00,1.51,2.09,2.47,1.68,1.74,1.28,22,11,10,TMT10plex; Carbamidomethylation,54170,E3 ubiquitin-protein ligase TRIM21 OS=Homo sapiens OX=9606 GN=TRIM21 PE=1 SV=1
1674,2043,Q5VW32,7.50,115.57,1.088E5,1.197E5,1.181E5,1.674E5,1.45E5,1.407E5,1.817E5,1.468E5,1.64E5,3.234E5,2.976E5,3.198E5,1.873E5,1.566E5,1.657E5,1.674E5,1.458E5,1.467E5,1.406E5,1.351E5,1.788E5,1.00,1.10,1.08,1.54,1.33,1.29,1.67,1.35,1.51,2.97,2.73,2.94,1.72,1.44,1.52,1.54,1.34,1.35,1.29,1.24,1.64,3.466E5,4.531E5,4.924E5,9.407E5,5.096E5,4.599E5,4.545E5,1.00,1.31,1.42,2.71,1.47,1.33,1.31,27,12,12,TMT10plex; Deamidation (NQ),46476,BRO1 domain-containing protein BROX OS=Homo sapiens OX=9606 GN=BROX PE=1 SV=1
1629,2061,Q9UN37,11.14,115.55,1.603E4,1.743E4,2.344E4,2.613E4,2.38E4,2.438E4,3.929E4,3.973E4,3.66E4,4.68E4,4.129E4,4.155E4,3.715E4,4.048E4,4.227E4,3.169E4,3.838E4,4.575E4,3.218E4,3.508E4,2.918E4,1.00,1.09,1.46,1.63,1.48,1.52,2.45,2.48,2.28,2.92,2.58,2.59,2.32,2.53,2.64,1.98,2.39,2.85,2.01,2.19,1.82,5.69E4,7.431E4,1.156E5,1.296E5,1.199E5,1.158E5,9.644E4,1.00,1.31,2.03,2.28,2.11,2.04,1.69,11,12,5,TMT10plex,48898,Vacuolar protein sorting-associated protein 4A OS=Homo sapiens OX=9606 GN=VPS4A PE=1 SV=1
2535,2140,Q9BVI4,19.60,115.53,3.805E4,1.946E4,2.789E4,5.971E4,2.442E4,3.987E4,5.243E4,2.167E4,3.818E4,8.912E4,3.748E4,5.369E4,5.961E4,2.621E4,4.299E4,6.701E4,2.423E4,4.497E4,1.852E5,7.889E4,7.609E4,1.00,0.51,0.73,1.57,0.64,1.05,1.38,0.57,1.00,2.34,0.98,1.41,1.57,0.69,1.13,1.76,0.64,1.18,4.87,2.07,2.00,8.54E4,1.24E5,1.123E5,1.803E5,1.288E5,1.362E5,3.402E5,1.00,1.45,1.31,2.11,1.51,1.59,3.98,20,8,8,TMT10plex; Deamidation (NQ),58468,Nucleolar complex protein 4 homolog OS=Homo sapiens OX=9606 GN=NOC4L PE=1 SV=1
2428,2030,Q16850,20.43,115.53,6.09E4,2.832E4,6.84E4,1.161E5,1.104E5,2.263E5,5.4E4,3.042E4,1.084E5,7.445E4,5.76E4,1.467E5,5.76E4,3.661E4,1.464E5,5.843E4,5.33E4,1.479E5,1.032E5,7.65E4,1.974E5,1.00,0.47,1.12,1.91,1.81,3.72,0.89,0.50,1.78,1.22,0.95,2.41,0.95,0.60,2.40,0.96,0.88,2.43,1.70,1.26,3.24,1.576E5,4.529E5,1.929E5,2.788E5,2.406E5,2.597E5,3.771E5,1.00,2.87,1.22,1.77,1.53,1.65,2.39,23,11,11,TMT10plex; Carbamidomethylation; Deamidation (NQ),56806,Lanosterol 14-alpha demethylase OS=Homo sapiens OX=9606 GN=CYP51A1 PE=1 SV=3
1723,2475,Q8NCA5,3.94,115.48,3.479E4,2.045E4,1.773E4,6.366E4,2.282E4,1.465E4,6.113E4,2.142E4,1.709E4,8.574E4,3.493E4,2.375E4,5.471E4,1.579E4,1.178E4,5.923E4,2.07E4,1.683E4,5.867E4,2.51E4,2.431E4,1.00,0.59,0.51,1.83,0.66,0.42,1.76,0.62,0.49,2.46,1.00,0.68,1.57,0.45,0.34,1.70,0.59,0.48,1.69,0.72,0.70,7.297E4,1.011E5,9.964E4,1.444E5,8.228E4,9.676E4,1.081E5,1.00,1.39,1.37,1.98,1.13,1.33,1.48,10,6,5,TMT10plex; Carbamidomethylation; Deamidation (NQ),55401,Protein FAM98A OS=Homo sapiens OX=9606 GN=FAM98A PE=1 SV=1
2558,3068,O15127,7.31,115.42,2.741E4,4.169E4,4.804E4,5.111E4,6.179E4,5.885E4,3.809E4,8.676E4,7.384E4,6.318E4,9.202E4,8.468E4,4.23E4,8.02E4,5.958E4,4.719E4,9.375E4,7.175E4,4.683E4,7.236E4,4.845E4,1.00,1.52,1.75,1.86,2.25,2.15,1.39,3.16,2.69,2.30,3.36,3.09,1.54,2.93,2.17,1.72,3.42,2.62,1.71,2.64,1.77,1.171E5,1.717E5,1.987E5,2.399E5,1.821E5,2.127E5,1.676E5,1.00,1.47,1.70,2.05,1.55,1.82,1.43,21,7,7,TMT10plex; Carbamidomethylation,36649,Secretory carrier-associated membrane protein 2 OS=Homo sapiens OX=9606 GN=SCAMP2 PE=1 SV=2
2003,3710,O43169,9.45,115.42,4.869E4,4.947E4,2.516E4,4.462E4,5.111E4,2.217E4,6.079E4,6.519E4,2.946E4,7.993E4,8.717E4,3.577E4,6.052E4,6.236E4,2.93E4,8.542E4,8.362E4,4.138E4,5.567E4,6.789E4,3.075E4,1.00,1.02,0.52,0.92,1.05,0.46,1.25,1.34,0.60,1.64,1.79,0.73,1.24,1.28,0.60,1.75,1.72,0.85,1.14,1.39,0.63,1.233E5,1.179E5,1.554E5,2.029E5,1.522E5,2.104E5,1.543E5,1.00,0.96,1.26,1.65,1.23,1.71,1.25,41,8,8,TMT10plex; Deamidation (NQ),16332,Cytochrome b5 type B OS=Homo sapiens OX=9606 GN=CYB5B PE=1 SV=2
2429,2277,P78316,9.15,115.41,5.043E4,8.798E4,5.724E4,8.48E4,1.08E5,8.349E4,6.922E4,1.344E5,8.723E4,1.02E5,1.491E5,1.106E5,7.958E4,1.288E5,8.724E4,9.084E4,1.706E5,1.147E5,1.217E5,2.159E5,1.578E5,1.00,1.74,1.14,1.68,2.14,1.66,1.37,2.67,1.73,2.02,2.96,2.19,1.58,2.55,1.73,1.80,3.38,2.27,2.41,4.28,3.13,1.957E5,2.763E5,2.909E5,3.616E5,2.956E5,3.761E5,4.955E5,1.00,1.41,1.49,1.85,1.51,1.92,2.53,12,13,13,TMT10plex,97668,Nucleolar protein 14 OS=Homo sapiens OX=9606 GN=NOP14 PE=1 SV=3
2467,2438,Q9NVZ3,6.03,115.38,1.773E4,4.48E4,7.358E3,2.147E4,7.667E4,2.222E4,2.557E4,6.712E4,1.928E4,3.094E4,8.782E4,2.861E4,2.487E4,7.47E4,2.261E4,2.577E4,7.558E4,1.782E4,1.852E4,5.827E4,2.031E4,1.00,2.53,0.41,1.21,4.32,1.25,1.44,3.79,1.09,1.74,4.95,1.61,1.40,4.21,1.28,1.45,4.26,1.00,1.04,3.29,1.15,6.989E4,1.204E5,1.12E5,1.474E5,1.222E5,1.192E5,9.71E4,1.00,1.72,1.60,2.11,1.75,1.71,1.39,40,8,8,TMT10plex; Carbamidomethylation,28339,Adaptin ear-binding coat-associated protein 2 OS=Homo sapiens OX=9606 GN=NECAP2 PE=1 SV=1
2376,2066,P85037,7.16,115.35,3.091E4,2.106E4,1.749E4,6.8E4,4.919E4,5.899E4,4.203E4,3.699E4,3.988E4,8.347E4,6.562E4,6.591E4,5.013E4,3.355E4,4.169E4,4.936E4,4.184E4,4.292E4,5.56E4,4.385E4,4.768E4,1.00,0.68,0.57,2.20,1.59,1.91,1.36,1.20,1.29,2.70,2.12,2.13,1.62,1.09,1.35,1.60,1.35,1.39,1.80,1.42,1.54,6.946E4,1.762E5,1.189E5,2.15E5,1.254E5,1.341E5,1.471E5,1.00,2.54,1.71,3.10,1.80,1.93,2.12,20,11,10,TMT10plex; Phosphorylation (STY),75457,Forkhead box protein K1 OS=Homo sapiens OX=9606 GN=FOXK1 PE=1 SV=1
2365,2429,Q9P2K3,13.04,115.35,3.981E4,1.539E3,5.203E3,2.103E4,5.81E3,9.534E3,2.618E4,4.494E3,8.633E3,4.591E4,1.081E4,1.718E4,9.209E3,2.293E3,6.86E3,2.122E4,5.717E3,1.06E4,1.641E4,2.697E3,8.341E3,1.00,0.04,0.13,0.53,0.15,0.24,0.66,0.11,0.22,1.15,0.27,0.43,0.23,0.06,0.17,0.53,0.14,0.27,0.41,0.07,0.21,4.656E4,3.637E4,3.931E4,7.39E4,1.836E4,3.754E4,2.745E4,1.00,0.78,0.84,1.59,0.39,0.81,0.59,9,8,3,TMT10plex; Deamidation (NQ); Phosphorylation (STY),55581,REST corepressor 3 OS=Homo sapiens OX=9606 GN=RCOR3 PE=1 SV=2
2416,2008,Q9Y570,3.10,115.35,6.344E4,5.746E4,2.801E4,1.118E5,7.841E4,3.689E4,8.447E4,8.046E4,3.222E4,1.395E5,8.629E4,4.287E4,9.837E4,4.923E4,2.617E4,1.048E5,7.699E4,3.356E4,1.432E5,7.721E4,2.768E4,1.00,0.91,0.44,1.76,1.24,0.58,1.33,1.27,0.51,2.20,1.36,0.68,1.55,0.78,0.41,1.65,1.21,0.53,2.26,1.22,0.44,1.489E5,2.271E5,1.972E5,2.686E5,1.738E5,2.153E5,2.481E5,1.00,1.53,1.32,1.80,1.17,1.45,1.67,34,11,11,TMT10plex; Carbamidomethylation,42315,Protein phosphatase methylesterase 1 OS=Homo sapiens OX=9606 GN=PPME1 PE=1 SV=3
1249,3101,P30613,12.56,115.16,3.52,0,2.33E4,2.638E3,0,3.697E3,0,0,1.674E4,2.417E3,0,8.923E3,0,0,8.684E3,1.152E3,0,5.536E3,1.558E3,0,1.311E4,1.00,0,256.00,256.00,0,256.00,0,0,256.00,256.00,0,256.00,0,0,256.00,256.00,0,256.00,256.00,0,256.00,2.331E4,6.334E3,1.674E4,1.134E4,8.684E3,6.687E3,1.467E4,1.00,0.27,0.72,0.49,0.37,0.29,0.63,7,12,3,TMT10plex; Carbamidomethylation,61830,Pyruvate kinase PKLR OS=Homo sapiens OX=9606 GN=PKLR PE=1 SV=2
2358,2291,Q96CX2,15.51,115.16,2.753E4,2.64E4,1.427E4,3.208E4,2.855E4,1.626E4,5.227E4,5.957E4,2.866E4,6.544E4,5.747E4,3.185E4,3.497E4,2.98E4,1.416E4,6.703E4,6.29E4,3.476E4,4.581E4,3.045E4,2.301E4,1.00,0.96,0.52,1.17,1.04,0.59,1.90,2.16,1.04,2.38,2.09,1.16,1.27,1.08,0.51,2.43,2.28,1.26,1.66,1.11,0.84,6.82E4,7.689E4,1.405E5,1.548E5,7.894E4,1.647E5,9.927E4,1.00,1.13,2.06,2.27,1.16,2.41,1.46,21,9,8,TMT10plex,35701,BTB/POZ domain-containing protein KCTD12 OS=Homo sapiens OX=9606 GN=KCTD12 PE=1 SV=1
2978,2153,Q969X5,12.63,115.06,1.246E5,5.12E4,5.414E4,1.422E5,5.721E4,5.108E4,1.658E5,7.074E4,7.664E4,2.716E5,1.204E5,1.165E5,1.151E5,6.163E4,6.198E4,1.78E5,8.667E4,8.442E4,1.58E5,9.028E4,6.103E4,1.00,0.41,0.43,1.14,0.46,0.41,1.33,0.57,0.62,2.18,0.97,0.94,0.92,0.49,0.50,1.43,0.70,0.68,1.27,0.72,0.49,2.299E5,2.505E5,3.132E5,5.085E5,2.387E5,3.49E5,3.094E5,1.00,1.09,1.36,2.21,1.04,1.52,1.35,30,8,8,TMT10plex,32592,Endoplasmic reticulum-Golgi intermediate compartment protein 1 OS=Homo sapiens OX=9606 GN=ERGIC1 PE=1 SV=1
3199,2326,Q684P5,18.40,115.02,3.551E3,1.793E4,5.932E3,1.115E4,3.944E4,2.479E4,6.34E3,2.414E4,1.503E4,1.458E4,4.612E4,2.931E4,6.564E3,1.362E4,1.346E4,1.154E4,3.273E4,1.54E4,5.414E3,1.67E4,9.836E3,1.00,5.05,1.67,3.14,11.11,6.98,1.79,6.80,4.23,4.11,12.99,8.26,1.85,3.84,3.79,3.25,9.22,4.34,1.52,4.70,2.77,2.741E4,7.538E4,4.551E4,9.002E4,3.364E4,5.967E4,3.195E4,1.00,2.75,1.66,3.28,1.23,2.18,1.17,14,7,7,TMT10plex; Carbamidomethylation,80056,Rap1 GTPase-activating protein 2 OS=Homo sapiens OX=9606 GN=RAP1GAP2 PE=1 SV=2
2462,2478,Q01196,11.97,114.93,5.454E4,4.579E4,7.175E4,1.107E5,8.536E4,1.623E5,1.047E5,7.553E4,1.353E5,1.744E5,1.125E5,2.129E5,8.381E4,6.38E4,1.09E5,1.152E5,8.77E4,1.583E5,1.151E5,7.469E4,1.281E5,1.00,0.84,1.32,2.03,1.56,2.98,1.92,1.38,2.48,3.20,2.06,3.90,1.54,1.17,2.00,2.11,1.61,2.90,2.11,1.37,2.35,1.721E5,3.584E5,3.155E5,4.998E5,2.566E5,3.612E5,3.179E5,1.00,2.08,1.83,2.90,1.49,2.10,1.85,15,10,7,TMT10plex,48737,Runt-related transcription factor 1 OS=Homo sapiens OX=9606 GN=RUNX1 PE=1 SV=3
2356,2723,Q9UFW8,18.05,114.93,8.714E4,7.877E4,1.155E5,2.455E5,1.799E5,2.879E5,2.387E5,1.853E5,2.946E5,2.783E5,2.238E5,3.21E5,1.343E5,1.014E5,1.687E5,1.982E5,1.577E5,2.45E5,1.203E5,9.227E4,1.456E5,1.00,0.90,1.33,2.82,2.06,3.30,2.74,2.13,3.38,3.19,2.57,3.68,1.54,1.16,1.94,2.27,1.81,2.81,1.38,1.06,1.67,2.814E5,7.134E5,7.186E5,8.231E5,4.044E5,6.01E5,3.581E5,1.00,2.53,2.55,2.92,1.44,2.14,1.27,44,8,8,TMT10plex; Carbamidomethylation; Deamidation (NQ),18820,CGG triplet repeat-binding protein 1 OS=Homo sapiens OX=9606 GN=CGGBP1 PE=1 SV=2
1987,2248,Q96RS6,12.05,114.92,8.628E4,1.728E5,1.258E5,2.149E5,3.797E5,1.951E5,1.376E5,2.503E5,1.849E5,2.452E5,4.14E5,2.615E5,1.546E5,3.195E5,2.32E5,1.332E5,2.544E5,2.092E5,2.81E5,4.274E5,2.45E5,1.00,2.00,1.46,2.49,4.40,2.26,1.60,2.90,2.14,2.84,4.80,3.03,1.79,3.70,2.69,1.54,2.95,2.42,3.26,4.95,2.84,3.848E5,7.897E5,5.728E5,9.207E5,7.061E5,5.968E5,9.534E5,1.00,2.05,1.49,2.39,1.83,1.55,2.48,23,15,15,TMT10plex; Carbamidomethylation; Deamidation (NQ),66756,NudC domain-containing protein 1 OS=Homo sapiens OX=9606 GN=NUDCD1 PE=1 SV=2
2556,2307,Q96A35,15.65,114.90,2.132E4,1.901E4,4.116E4,5.205E4,2.373E4,5.157E4,3.216E4,2.789E4,6.497E4,7.585E4,3.553E4,7.106E4,6.677E4,4.363E4,7.533E4,5.102E4,4.419E4,8.129E4,6.147E4,4.594E4,7.284E4,1.00,0.89,1.93,2.44,1.11,2.42,1.51,1.31,3.05,3.56,1.67,3.33,3.13,2.05,3.53,2.39,2.07,3.81,2.88,2.16,3.42,8.149E4,1.274E5,1.25E5,1.824E5,1.857E5,1.765E5,1.803E5,1.00,1.56,1.53,2.24,2.28,2.17,2.21,41,9,8,TMT10plex,24915,39S ribosomal protein L24  mitochondrial OS=Homo sapiens OX=9606 GN=MRPL24 PE=1 SV=1
2322,3698,Q9Y5L4,40.27,114.84,2.806E4,3.673E4,1.464E4,1.515E5,1.702E5,5.355E4,7.073E4,7.879E4,2.483E4,1.499E5,1.594E5,4.939E4,9.764E4,1.206E5,3.694E4,8.437E4,1.039E5,3.113E4,1.554E5,1.315E5,3.913E4,1.00,1.31,0.52,5.40,6.07,1.91,2.52,2.81,0.89,5.34,5.68,1.76,3.48,4.30,1.32,3.01,3.70,1.11,5.54,4.69,1.39,7.943E4,3.753E5,1.743E5,3.587E5,2.551E5,2.194E5,3.261E5,1.00,4.72,2.20,4.52,3.21,2.76,4.11,53,6,6,TMT10plex; Carbamidomethylation; Deamidation (NQ); Oxidation (M),10500,Mitochondrial import inner membrane translocase subunit Tim13 OS=Homo sapiens OX=9606 GN=TIMM13 PE=1 SV=1
1522,2873,Q9Y4Z0,19.39,114.73,1.01E5,1.105E5,9.616E4,4.038E5,3.993E5,3.613E5,2.065E5,2.051E5,1.842E5,4.172E5,4.269E5,3.871E5,2.155E5,2.159E5,1.75E5,2.02E5,2.031E5,1.816E5,2.806E5,2.501E5,2.558E5,1.00,1.09,0.95,4.00,3.95,3.58,2.04,2.03,1.82,4.13,4.23,3.83,2.13,2.14,1.73,2.00,2.01,1.80,2.78,2.48,2.53,3.077E5,1.164E6,5.958E5,1.231E6,6.063E5,5.867E5,7.865E5,1.00,3.78,1.94,4.00,1.97,1.91,2.56,47,8,8,TMT10plex; Carbamidomethylation; Deamidation (NQ); Oxidation (M),15350,U6 snRNA-associated Sm-like protein LSm4 OS=Homo sapiens OX=9606 GN=LSM4 PE=1 SV=1
2599,2742,Q9HBH5,11.43,114.72,2.37E4,1.334E4,1.833E4,4.318E4,2.158E4,3.209E4,4.528E4,1.465E4,1.852E4,5.222E4,3.294E4,5.139E4,4.39E4,2.169E4,2.836E4,4.898E4,1.744E4,3.253E4,3.489E4,1.783E4,2.904E4,1.00,0.56,0.77,1.82,0.91,1.35,1.91,0.62,0.78,2.20,1.39,2.17,1.85,0.92,1.20,2.07,0.74,1.37,1.47,0.75,1.23,5.537E4,9.684E4,7.845E4,1.366E5,9.396E4,9.895E4,8.176E4,1.00,1.75,1.42,2.47,1.70,1.79,1.48,23,6,5,TMT10plex; Carbamidomethylation; Deamidation (NQ),36865,Retinol dehydrogenase 14 OS=Homo sapiens OX=9606 GN=RDH14 PE=1 SV=1
3094,2526,Q8N201,5.73,114.70,3.094E4,6.357E3,2.892E3,6.18E4,1.219E4,5.469E3,3.652E4,6.51E3,2.654E3,7.276E4,1.59E4,5.898E3,4.807E4,9.02E3,2.709E3,4.636E4,8.895E3,3.78E3,5.094E4,1.33E4,6.112E3,1.00,0.21,0.09,2.00,0.39,0.18,1.18,0.21,0.09,2.35,0.51,0.19,1.55,0.29,0.09,1.50,0.29,0.12,1.65,0.43,0.20,4.018E4,7.946E4,4.569E4,9.455E4,5.98E4,5.904E4,7.036E4,1.00,1.98,1.14,2.35,1.49,1.47,1.75,4,7,7,TMT10plex; Carbamidomethylation; Deamidation (NQ),244295,Integrator complex subunit 1 OS=Homo sapiens OX=9606 GN=INTS1 PE=1 SV=2
2329,2079,Q5T1M5,7.24,114.68,3.028E4,1.02E5,4.807E4,3.9E4,1.001E5,3.86E4,4.771E4,1.289E5,6.315E4,6.762E4,2.598E5,6.312E4,8.255E4,1.898E5,8.131E4,6.518E4,1.736E5,8.078E4,6.678E4,1.042E5,3.68E4,1.00,3.37,1.59,1.29,3.31,1.27,1.58,4.26,2.09,2.23,8.58,2.08,2.73,6.27,2.69,2.15,5.73,2.67,2.21,3.44,1.22,1.803E5,1.777E5,2.398E5,3.905E5,3.536E5,3.196E5,2.078E5,1.00,0.99,1.33,2.17,1.96,1.77,1.15,13,13,13,TMT10plex; Carbamidomethylation; Deamidation (NQ); Phosphorylation (STY),133630,FK506-binding protein 15 OS=Homo sapiens OX=9606 GN=FKBP15 PE=1 SV=2
3485,2798,Q9Y6I3,11.97,114.61,2.394E4,3.447E4,1.879E4,2.384E4,3.575E4,2.033E4,3.546E4,5.2E4,1.903E4,3.489E4,5.816E4,2.604E4,2.041E4,2.811E4,1.523E4,4.693E4,6.631E4,1.914E4,2.936E4,4.025E4,1.47E4,1.00,1.44,0.78,1.00,1.49,0.85,1.48,2.17,0.79,1.46,2.43,1.09,0.85,1.17,0.64,1.96,2.77,0.80,1.23,1.68,0.61,7.72E4,7.992E4,1.065E5,1.191E5,6.374E4,1.324E5,8.432E4,1.00,1.04,1.38,1.54,0.83,1.71,1.09,7,4,4,TMT10plex,60293,Epsin-1 OS=Homo sapiens OX=9606 GN=EPN1 PE=1 SV=2
1621,2324,P11279,13.50,114.56,3.02E5,1.975E5,2.902E5,5.091E5,4.87E5,6.05E5,2.938E5,2.567E5,3.52E5,2.833E5,2.95E5,3.391E5,3.884E5,3.575E5,4.209E5,5.266E5,4.201E5,5.428E5,4.703E5,4.714E5,5.458E5,1.00,0.65,0.96,1.69,1.61,2.00,0.97,0.85,1.17,0.94,0.98,1.12,1.29,1.18,1.39,1.74,1.39,1.80,1.56,1.56,1.81,7.896E5,1.601E6,9.026E5,9.173E5,1.167E6,1.49E6,1.487E6,1.00,2.03,1.14,1.16,1.48,1.89,1.88,16,10,10,TMT10plex; Carbamidomethylation; Deamidation (NQ),44882,Lysosome-associated membrane glycoprotein 1 OS=Homo sapiens OX=9606 GN=LAMP1 PE=1 SV=3
2847,2075,Q9NVE7,4.67,114.48,2.257E4,1.167E4,1.519E4,3.933E4,2.467E4,3.925E4,4.026E4,2.411E4,3.261E4,4.909E4,2.924E4,5.731E4,3.312E4,1.983E4,2.929E4,4.717E4,1.999E4,3.752E4,4.156E4,2.126E4,4.218E4,1.00,0.52,0.67,1.74,1.09,1.74,1.78,1.07,1.44,2.17,1.30,2.54,1.47,0.88,1.30,2.09,0.89,1.66,1.84,0.94,1.87,4.943E4,1.033E5,9.697E4,1.356E5,8.225E4,1.047E5,1.05E5,1.00,2.09,1.96,2.74,1.66,2.12,2.12,15,10,10,TMT10plex; Carbamidomethylation,85991,Pantothenate kinase 4 OS=Homo sapiens OX=9606 GN=PANK4 PE=1 SV=1
2166,2005,P12429,27.33,114.47,1.097E5,1.538E5,5.255E4,7.341E4,6.542E4,4.356E4,2.476E5,3.054E5,1.528E5,1.376E5,1.177E5,6.876E4,9.813E4,1.014E5,6.333E4,1.575E5,1.789E5,1.03E5,1.096E5,9.148E4,5.061E4,1.00,1.40,0.48,0.67,0.60,0.40,2.26,2.78,1.39,1.25,1.07,0.63,0.89,0.92,0.58,1.44,1.63,0.94,1.00,0.83,0.46,3.161E5,1.824E5,7.058E5,3.24E5,2.628E5,4.394E5,2.517E5,1.00,0.58,2.23,1.03,0.83,1.39,0.80,33,12,11,TMT10plex,36375,Annexin A3 OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=3
727,2778,P31947,7.53,114.47,9.558E3,0,0,7.952E3,0,0,1.17E4,0,0,1.019E4,0,0,7.968E3,0,0,1.106E4,0,0,2.435E4,0,0,1.00,0,0,0.83,0,0,1.22,0,0,1.07,0,0,0.83,0,0,1.16,0,0,2.55,0,0,9.558E3,7.952E3,1.17E4,1.019E4,7.968E3,1.106E4,2.435E4,1.00,0.83,1.22,1.07,0.83,1.16,2.55,8,13,2,TMT10plex; Oxidation (M),27774,14-3-3 protein sigma OS=Homo sapiens OX=9606 GN=SFN PE=1 SV=1
2617,2337,Q3V6T2,6.00,114.44,3.211E4,1.535E4,1.343E4,4.765E4,2.591E4,1.545E4,5.286E4,3.123E4,2.194E4,6.147E4,3.38E4,2.307E4,4.796E4,3.032E4,2.139E4,5.614E4,3.517E4,2.301E4,5.67E4,2.419E4,1.923E4,1.00,0.48,0.42,1.48,0.81,0.48,1.65,0.97,0.68,1.91,1.05,0.72,1.49,0.94,0.67,1.75,1.10,0.72,1.77,0.75,0.60,6.089E4,8.901E4,1.06E5,1.183E5,9.967E4,1.143E5,1.001E5,1.00,1.46,1.74,1.94,1.64,1.88,1.64,8,14,14,TMT10plex; Carbamidomethylation,216040,Girdin OS=Homo sapiens OX=9606 GN=CCDC88A PE=1 SV=2
